story_id,feature_area,persona,user_story,frontend_steps,expected_persisted_result,permission_negative_path,test_requirements,priority,current_status,inventory_basis,source_reference,current_candidate_commit,planned_test_reference,current_execution_evidence,gap_or_blocker
US-SP-PROJ-003,Projects and collaboration,project owner or member,"As a project owner or member, I want to render hostile project names safely.",Create a fixture name containing HTML-like text; open list/detail and selectors.,The exact text is readable without executing markup or scripts.,A denied user cannot use search/preview to read the name.,REAL_BROWSER; HOSTILE_CONTENT; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-PROJ-004,Projects and collaboration,project owner or member,"As a project owner or member, I want to assign project members.",Open project members; add Alice/Bob; save; open as each user.,The permitted roster persists and members see this project.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/workflows.spec.ts:28,"PASS subset [20260909-080212-676633000]: US-SP-PROJ-001 create project, configure people and bots, upload file, reopen membership; Project created, Bob and Research assigned and reload checked; file upload is visible. File download and revoked-user paths remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Only the listed assertions are evidenced; complete the remaining explicit frontend, persistence and permission requirements in this row."
US-SP-PROJ-005,Projects and collaboration,project owner or member,"As a project owner or member, I want to assign project bots.",Select two allowed bots in project controls; save; open a project chat and choose each.,The assigned bot roster persists and dispatch obeys both project and bot permissions.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/workflows.spec.ts:28,"PASS subset [20260909-080212-676633000]: US-SP-PROJ-001 create project, configure people and bots, upload file, reopen membership; Project created, Bob and Research assigned and reload checked; file upload is visible. File download and revoked-user paths remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Only the listed assertions are evidenced; complete the remaining explicit frontend, persistence and permission requirements in this row."
US-SP-PROJ-006,Projects and collaboration,project owner or member,"As a project owner or member, I want to upload and download project files.",Upload unique synthetic bytes in project files; reopen; download as another member.,The same file name and exact bytes persist and are shared only with permitted members.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/workflows.spec.ts:28,"PASS subset [20260909-080212-676633000]: US-SP-PROJ-001 create project, configure people and bots, upload file, reopen membership; Project created, Bob and Research assigned and reload checked; file upload is visible. File download and revoked-user paths remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Only the listed assertions are evidenced; complete the remaining explicit frontend, persistence and permission requirements in this row."
US-SP-PROJ-007,Projects and collaboration,project owner or member,"As a project owner or member, I want to reject duplicate and oversized project uploads.",Upload the same name twice and a file beyond the advertised limit.,The UI reports each conflict/limit and never silently overwrites existing bytes.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-PROJ-008,Projects and collaboration,project owner or member,"As a project owner or member, I want to create a project conversation.",Use project New conversation; send a fixture prompt; reopen from project and Chats.,Project/workspace association and conversation ownership persist.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-PROJ-009,Projects and collaboration,project owner or member,"As a project owner or member, I want to revoke a project member.","Remove Bob; retain Bob's tabs and URLs; attempt file, chat, stream and list access.",Access is immediately denied across all routes without requiring logout.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-PROJ-010,Projects and collaboration,project owner or member,"As a project owner or member, I want to label unavailable project sources honestly.",Open project detail with some sources disconnected or forbidden; refresh.,Each source is accurately available/unavailable; a missing response is not represented as zero activity.,"A non-member or revoked member cannot obtain project files, chats, metadata or existing streams; project membership does not grant extra bot/CLI rights.",REAL_BROWSER; TWO_USERS; TWO_BOTS; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/projects.js; projects-groups; September 6 project collaboration release evidence,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-001,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to navigate the file tree.",Open Files; expand two directories; navigate breadcrumbs/up; refresh.,Correct directory contents appear; supported expansion state restores without crossing roots.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/additional-clicks.spec.ts:54 | test-kit/tests/e2e/full/deep-workflows.spec.ts:5 | test-kit/tests/e2e/full/frontend-extras.spec.ts:2,"PASS subset [20260909-080212-676633000]: US-SP-FILE-CHOOSER-CLICKS navigate child upload exact bytes copy relative path and reject denied reader; Navigate one child directory, open the actual Upload browser chooser and write exact UTF-8 bytes only there; API listing and disk match. Preview text and Copy relative path match the chosen file, Up returns to the parent, and a denied signed identity cannot read its raw URL or alter bytes. Hidden/two-directory expansion, upload download/reload, traversal and symlink variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-FILE-DEEP editor save reopen download rename cancel and delete persist on disk; Actual file editor save, reopened text, exact downloaded bytes, rename, cancel delete, confirm delete and disk readback. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-FILE-001 file and folder dialogs write real isolated workspace and support cancel; Visible workspace tree supports new file/folder dialogs and file-create cancellation; all tree/preview variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","One child directory, parent/up return and existing file CRUD are asserted. Two-directory/hidden-directory expansion state, breadcrumbs and the full path-boundary matrix remain."
US-SP-FILE-002,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to preview text and code.",Open fixture text/code files; inspect highlighting; copy relative path.,Displayed content/path match the selected authorized file; no write occurs.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/additional-clicks.spec.ts:54 | test-kit/tests/e2e/full/deep-workflows.spec.ts:5,"PASS subset [20260909-080212-676633000]: US-SP-FILE-CHOOSER-CLICKS navigate child upload exact bytes copy relative path and reject denied reader; Navigate one child directory, open the actual Upload browser chooser and write exact UTF-8 bytes only there; API listing and disk match. Preview text and Copy relative path match the chosen file, Up returns to the parent, and a denied signed identity cannot read its raw URL or alter bytes. Hidden/two-directory expansion, upload download/reload, traversal and symlink variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-FILE-DEEP editor save reopen download rename cancel and delete persist on disk; Actual file editor save, reopened text, exact downloaded bytes, rename, cancel delete, confirm delete and disk readback. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Exact text preview and real relative-path clipboard bytes are asserted. Code highlighting, no-write variants and traversal/symlink/cross-session combinations remain."
US-SP-FILE-003,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to preview Markdown safely.","Open Markdown with links, code and hostile HTML; use supported preview controls.",Supported content renders while hostile content stays inert.,Protected links and images cannot bypass file authorization.,REAL_BROWSER; HOSTILE_CONTENT; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-004,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to preview CSV and structured data.",Open a CSV with quotes/newlines and a JSON file; inspect rows/content.,The preview preserves the fixture structure without truncation disguised as completeness.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-005,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to handle large Markdown fallback.",Open a file over preview limits; inspect plain-text fallback; click explicit render control.,The size warning is honest and explicit rendering does not freeze navigation.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-006,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to edit and save a file.",Open editable fixture file; Edit; change bytes; Save; reopen and download.,The intended file bytes persist and the downloaded file matches.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/deep-workflows.spec.ts:5,"PASS subset [20260909-080212-676633000]: US-SP-FILE-DEEP editor save reopen download rename cancel and delete persist on disk; Actual file editor save, reopened text, exact downloaded bytes, rename, cancel delete, confirm delete and disk readback. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Only the listed assertions are evidenced; complete the remaining explicit frontend, persistence and permission requirements in this row."
US-SP-FILE-007,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to cancel a file edit.",Open an editable fixture; Edit; change text; press Escape to cancel; reopen and reload.,Original bytes remain unchanged.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/additional-affordances.spec.ts:82,"PASS subset [20260909-080212-676633000]: US-SP-AFFORDANCE-FILE-CANCEL Escape discards edited text and exact original bytes survive reopening and reload; Edit changes the visible textarea and dirty Save label; Escape hides the editor, restores Edit and makes zero file-save requests. Exact original UTF-8/newline bytes are unchanged on disk and API, populate the reopened editor and appear after hard reload. The broad file-boundary negative matrix in this historical story is not asserted by cancellation alone. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","The actual Escape cancellation makes zero save requests and preserves exact UTF-8/newline bytes on API, disk, reopened editor and reload. This historical row also asks for the broader file authorization/traversal/symlink/cross-session matrix; the cancellation scenario does not independently establish it."
US-SP-FILE-008,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to upload with the file picker.",Open target directory; activate Upload; choose known bytes; reopen/download.,The chosen directory receives exactly the intended file and bytes.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/additional-clicks.spec.ts:54,"PASS subset [20260909-080212-676633000]: US-SP-FILE-CHOOSER-CLICKS navigate child upload exact bytes copy relative path and reject denied reader; Navigate one child directory, open the actual Upload browser chooser and write exact UTF-8 bytes only there; API listing and disk match. Preview text and Copy relative path match the chosen file, Up returns to the parent, and a denied signed identity cannot read its raw URL or alter bytes. Hidden/two-directory expansion, upload download/reload, traversal and symlink variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","The visible Upload chooser writes exact UTF-8 bytes into the chosen child directory, reopens its preview and rejects a denied raw-file reader. Download/reload of that uploaded file and traversal/symlink variants remain."
US-SP-FILE-009,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to upload by drag and drop.",Drop multiple fixture files and a supported directory tree on the file pane.,The supported relative hierarchy and exact bytes persist; invalid entries report failure.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-010,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to download a file.",Click Download for a binary fixture; capture the browser download.,Name and bytes match the authorized source without content from another path.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,PARTIAL,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/deep-workflows.spec.ts:5,"PASS subset [20260909-080212-676633000]: US-SP-FILE-DEEP editor save reopen download rename cancel and delete persist on disk; Actual file editor save, reopened text, exact downloaded bytes, rename, cancel delete, confirm delete and disk readback. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Only the listed assertions are evidenced; complete the remaining explicit frontend, persistence and permission requirements in this row."
US-SP-FILE-011,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to open an HTML artifact in the browser.",Select a synthetic HTML artifact; use Open in browser; inspect its URL and rendering.,Only the intended artifact opens under the supported origin/sandbox behavior.,An unauthorized actor cannot read it via direct preview/media URL.,REAL_BROWSER; HOSTILE_CONTENT; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-012,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to refresh a preview after an agent write.",Open a fixture file preview; run an authorized tool that modifies it; observe/reopen.,The preview reflects final stored bytes and stale events from another session cannot replace it.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-FILE-013,"File tree, previews and transfers",authorized workspace user,"As an authorized workspace user, I want to recover from a denied or missing file.",Open a stale/deleted/denied path; then navigate to a valid file.,Error is explicit; no stale protected preview remains and navigation recovers.,"Unpermitted roots, encoded traversal, symlinks and cross-session URLs cannot expose or overwrite protected files.",REAL_BROWSER; FILE_BYTES; RELOAD; NEGATIVE_SERVER,P1,NOT RUN,HISTORICAL_SOURCE_DERIVED,static/workspace.js; static/index.html,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
