file,line,scenario,status,test_outcome,duration_ms,attempts,evidence_scope
supplement-extension-lifecycle.spec.ts,52,SUPPLEMENT EXTENSION local archive install verifies checksum and rejects nonadmin lifecycle mutations without state changes,passed,expected,1763,1,exact assertions in test script
supplement-extension-lifecycle.spec.ts,79,SUPPLEMENT EXTENSION loaded local settings reset storage isolation sidecar consent revoke disable enable and uninstall persist through reload,passed,expected,5912,1,exact assertions in test script
supplement-mcp-tool-governance.spec.ts,48,SUPPLEMENT MCP TOOL GOVERNANCE complete Users onboarding allows one real tool then local and canonical explicit denies block wildcard dispatch,passed,expected,9928,1,exact assertions in test script
supplement-mcp-tool-governance.spec.ts,85,SUPPLEMENT MCP TOOL GOVERNANCE Groups rule creation validation removal and untouched user legacy maps round trip,passed,expected,3045,1,exact assertions in test script
supplement-model-routing.spec.ts,13,SUPPLEMENT MODEL ROUTING visible custom composer model reaches the provider and remains conversation scoped after reload,passed,expected,3886,1,exact assertions in test script
supplement-model-routing.spec.ts,68,SUPPLEMENT AUX SAVE navigation Save applies pending auxiliary choices and Apply preserves unrelated edits and failed choices,passed,expected,2272,1,exact assertions in test script
supplement-project-knowledge.spec.ts,119,SUPPLEMENT PROJECT KNOWLEDGE retained project pages lose files conversation creation and chat access after membership removal,passed,expected,6120,1,exact assertions in test script
supplement-project-knowledge.spec.ts,233,SUPPLEMENT PROJECT KNOWLEDGE bot catalogs search deselection and foreign document IDs stay scoped to their own bot,passed,expected,4603,1,exact assertions in test script
supplement-project-knowledge.spec.ts,273,SUPPLEMENT PROJECT KNOWLEDGE concurrent bot editors reject stale selection without overwriting then recover through reopen,passed,expected,3228,1,exact assertions in test script
supplement-transcript-files.spec.ts,46,SUPPLEMENT TRANSCRIPT FILES virtualized long history supports Start outline and End without losing or duplicating turns,passed,expected,5456,1,exact assertions in test script
supplement-transcript-files.spec.ts,50,SUPPLEMENT TRANSCRIPT FILES delayed terminal dock follow cannot override newer Start navigation,passed,expected,5479,1,exact assertions in test script
supplement-transcript-files.spec.ts,180,SUPPLEMENT TRANSCRIPT FILES CSV table and valid or malformed JSON preserve literal content and exact downloads,passed,expected,4509,1,exact assertions in test script
supplement-transcript-files.spec.ts,229,SUPPLEMENT TRANSCRIPT FILES HTML preview runs inside an opaque sandbox and cannot read parent identity or cookies,passed,expected,1415,1,exact assertions in test script
supplement-transcript-files.spec.ts,246,SUPPLEMENT TRANSCRIPT FILES large Markdown falls back to literal text then explicit render is scoped to the current file,passed,expected,2648,1,exact assertions in test script
supplement-transcript-files.spec.ts,276,SUPPLEMENT TRANSCRIPT FILES delayed outline history cannot replace a newer active turn,passed,expected,8515,1,exact assertions in test script
supplement-transcript-files.spec.ts,340,SUPPLEMENT TRANSCRIPT FILES newer manual scroll during history loading keeps correct message Edit indices and earlier persisted turns,passed,expected,3677,1,exact assertions in test script
system-configuration.spec.ts,29,US-SP-SYSTEM-CAPACITY four capacity controls save reload sanitize and refuse an ungranted identity,passed,expected,1285,1,exact assertions in test script
system-configuration.spec.ts,45,US-SP-SYSTEM-DASHBOARD all legacy dashboard modes save loopback URL reload and reject ungranted write,passed,expected,2311,1,exact assertions in test script
system-configuration.spec.ts,63,US-SP-SYSTEM-MCP configured local server toggles persist and empty tool search and every page size remain honest,passed,expected,1781,1,exact assertions in test script
system-configuration.spec.ts,80,US-SP-SYSTEM-AUX-SLOTS every actual auxiliary slot saves chosen local provider model and reset cancellation preserves assignments,passed,expected,2838,1,exact assertions in test script
system-configuration.spec.ts,94,US-SP-SYSTEM-AUX-ADVANCED real modal validates JSON saves all fields hides synthetic key and clears or cancels precisely,passed,expected,2260,1,exact assertions in test script
system-configuration.spec.ts,107,US-SP-SYSTEM-MAIN-ADVANCED main model options cancel and save persist without changing loopback provider pair,passed,expected,1697,1,exact assertions in test script
system-configuration.spec.ts,116,US-SP-SYSTEM-PLUGIN local dashboard plugin toggle page sandbox and disabled routes persist with negative checks,passed,expected,2110,1,exact assertions in test script
system-configuration.spec.ts,147,US-SP-SYSTEM-PROVIDER actual self-hosted connection test save and inference use only the loopback provider,passed,expected,2559,1,exact assertions in test script
tool-result-status.spec.ts,19,US-SP-CHAT-TOOL-STATUS successful writes and reads of error-looking content remain successful after reload,passed,expected,3408,1,exact assertions in test script
workflows.spec.ts,4,"US-SP-BOT-001 wizard validates, preserves draft back navigation and creates real bot",passed,expected,1094,1,exact assertions in test script
workflows.spec.ts,14,"US-SP-BOT-004 six editor tabs, keyboard navigation, and save from instructions preserve real configuration",passed,expected,1279,1,exact assertions in test script
workflows.spec.ts,21,US-SP-KNOW-001 upload does not select; explicit selection saves and survives editor reopen,passed,expected,951,1,exact assertions in test script
workflows.spec.ts,28,"US-SP-PROJ-001 create project, configure people and bots, upload file, reopen membership",passed,expected,1207,1,exact assertions in test script
workflows.spec.ts,34,"US-SP-MEM-001 personal memory edits persist, cancel preserves previous value",passed,expected,994,1,exact assertions in test script
workflows.spec.ts,39,US-SP-SKILL-001 create real skill and filter list without changing stored content,passed,expected,709,1,exact assertions in test script
workflows.spec.ts,43,US-SP-WS-001 invalid workspace rejected; valid child added and renamed,passed,expected,964,1,exact assertions in test script
workflows.spec.ts,47,"US-SP-CRON-001 creates local scheduled task, reads persisted config and pauses",passed,expected,965,1,exact assertions in test script
workflows.spec.ts,50,"US-SP-KAN-001 creates unassigned Triage task, opens detail and filters list",passed,expected,831,1,exact assertions in test script
workspace-default-recovery.spec.ts,8,SUPPLEMENT WORKSPACE DEFAULT remembered foreign or removed workspace recovers on New chat without widening explicit access,passed,expected,2409,1,exact assertions in test script
workspace-governance.spec.ts,15,US-SP-WS-OWNERSHIP owner member fields normalize persist and per-user lens add remove clear preserves ownership,passed,expected,2181,1,exact assertions in test script
workspace-governance.spec.ts,27,US-SP-WS-REVOKE removing workspace membership blocks retained session file reads and fresh activation despite role ceiling,passed,expected,3248,1,exact assertions in test script
workspace-governance.spec.ts,43,US-SP-WS-FOREIGN named policy ceiling cannot expose or activate an owned workspace without membership,passed,expected,1608,1,exact assertions in test script
workspace-governance.spec.ts,54,US-SP-WS-RUNTIME revoking workspace member while real write awaits approval blocks engine effect after Allow once,passed,expected,11854,1,exact assertions in test script
